"Account","Date","kWh","month","day","year","hour","DayofWeek","weekdays","peakhour","temperature"
999999999,"1/10/2014",-8.21806385903089,1,10,2014,21,5,1,0,34
999999999,"1/10/2014",-10.2897431852778,1,10,2014,22,5,1,0,34
999999999,"1/10/2014",-9.67239161563498,1,10,2014,23,5,1,0,35.1
999999999,"1/11/2014",-44.9746726603802,1,11,2014,0,6,0,0,34
999999999,"1/11/2014",-47.0463519866271,1,11,2014,1,6,0,0,34
999999999,"1/11/2014",-46.4290004169843,1,11,2014,2,6,0,0,35.1
999999999,"1/11/2014",-48.5006797432312,1,11,2014,3,6,0,0,35.1
999999999,"1/11/2014",-50.5723590694781,1,11,2014,4,6,0,0,35.1
999999999,"1/11/2014",-50.4439222081789,1,11,2014,5,6,0,0,36
999999999,"1/11/2014",-45.1818809092719,1,11,2014,6,6,0,0,39
999999999,"1/11/2014",48.466054032006,1,11,2014,7,6,0,1,43
999999999,"1/11/2014",53.728095330913,1,11,2014,8,6,0,1,46
999999999,"1/11/2014",56.545563088102,1,11,2014,9,6,0,1,48
999999999,"1/11/2014",69.141325012163,1,11,2014,10,6,0,1,54
999999999,"1/11/2014",69.514219227634,1,11,2014,11,6,0,1,55
999999999,"1/11/2014",69.6426560889332,1,11,2014,12,6,0,1,55.9
999999999,"1/11/2014",67.5709767626863,1,11,2014,13,6,0,1,55.9
999999999,"1/11/2014",60.8546077071752,1,11,2014,14,6,0,1,54
999999999,"1/11/2014",63.4276181101925,1,11,2014,15,6,0,1,55.9
999999999,"1/11/2014",66.2450858673815,1,11,2014,16,6,0,1,57.9
999999999,"1/11/2014",61.9732903535884,1,11,2014,17,6,0,1,57
999999999,"1/11/2014",57.2125801314516,1,11,2014,18,6,0,1,55.9
999999999,"1/11/2014",57.8299317010945,1,11,2014,19,6,0,1,57
999999999,"1/11/2014",-27.9829515382591,1,11,2014,20,6,0,0,57.9
999999999,"1/11/2014",-34.943777947942,1,11,2014,21,6,0,0,55.9
999999999,"1/11/2014",-48.7494102744352,1,11,2014,22,6,0,0,51.1
999999999,"1/11/2014",-45.9319425172462,1,11,2014,23,6,0,0,53.1
999999999,"1/12/2014",-7.63398655250816,1,12,2014,0,0,0,0,54
999999999,"1/12/2014",-14.5948129621911,1,12,2014,1,0,0,0,52
999999999,"1/12/2014",-24.2446702677637,1,12,2014,2,0,0,0,48.9
999999999,"1/12/2014",-31.2054966774466,1,12,2014,3,0,0,0,46.9
999999999,"1/12/2014",-35.4772921912398,1,12,2014,4,0,0,0,46
999999999,"1/12/2014",-42.1936612467508,1,12,2014,5,0,0,0,44.1
999999999,"1/12/2014",-46.9543714688875,1,12,2014,6,0,0,0,43
